序号,本地时间,启动后时间,cmd_id,seq,类型,说明,来源录波,hero,engineer,infantry_3,infantry_4,reserved,aerial,sentry,coins_remaining,coins_total,occupancy_status_bits,sentry_posture,hero_x_cm,hero_y_cm,engineer_x_cm,engineer_y_cm,infantry_3_x_cm,infantry_3_y_cm,infantry_4_x_cm,infantry_4_y_cm,aerial_x_cm,aerial_y_cm,sentry_x_cm,sentry_y_cm,hero_heal_pct,hero_cooling,hero_defense_pct,hero_negative_defense_pct,hero_attack_pct,engineer_heal_pct,engineer_cooling,engineer_defense_pct,engineer_negative_defense_pct,engineer_attack_pct,infantry_3_heal_pct,infantry_3_cooling,infantry_3_defense_pct,infantry_3_negative_defense_pct,infantry_3_attack_pct,infantry_4_heal_pct,infantry_4_cooling,infantry_4_defense_pct,infantry_4_negative_defense_pct,infantry_4_attack_pct,sentry_heal_pct,sentry_cooling,sentry_defense_pct,sentry_negative_defense_pct,sentry_attack_pct
319,2026-05-30T18:29:03.000,07:46.00,0x0A03,33,发弹量,各机器人/单位剩余发弹量,info_20260530_182903_loop000000.c64,29,,20,61,,702,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,2026-05-30T18:29:03.000,07:46.00,0x0A04,34,经济/占领,经济与占领状态,info_20260530_182903_loop000000.c64,,,,,,,,513,2425,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,2026-05-30T18:29:03.000,07:46.00,0x0A05,35,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182903_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,20,0,0,0,25,0,0,0,0,25,0,0,0,0,25,0,0,0,0,25,25,0
322,2026-05-30T18:29:03.000,07:46.00,0x0A03,247,发弹量,各机器人/单位剩余发弹量,info_20260530_182903_loop000000.c64,29,,20,62,,702,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,2026-05-30T18:29:03.000,07:46.00,0x0A04,248,经济/占领,经济与占领状态,info_20260530_182903_loop000000.c64,,,,,,,,463,2375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,2026-05-30T18:29:03.000,07:46.00,0x0A05,249,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182903_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,20,0,0,0,25,0,0,0,0,25,0,0,0,0,25,15,0,0,0,25,25,0
325,2026-05-30T18:29:03.000,07:46.00,0x0A01,252,位置,各机器人场地坐标，单位 cm,info_20260530_182903_loop000000.c64,,,,,,,,,,,,909,950,680,730,971,1132,965,1041,737,1290,323,983,,,,,,,,,,,,,,,,,,,,,,,,,
326,2026-05-30T18:29:03.000,07:46.00,0x0A03,254,发弹量,各机器人/单位剩余发弹量,info_20260530_182903_loop000000.c64,29,,20,61,,702,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,2026-05-30T18:29:03.000,07:46.00,0x0A04,255,经济/占领,经济与占领状态,info_20260530_182903_loop000000.c64,,,,,,,,513,2425,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,2026-05-30T18:29:21.000,08:04.00,0x0A04,0,经济/占领,经济与占领状态,info_20260530_182921_loop000000.c64,,,,,,,,173,2725,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,2026-05-30T18:29:21.000,08:04.00,0x0A01,4,位置,各机器人场地坐标，单位 cm,info_20260530_182921_loop000000.c64,,,,,,,,,,,,855,843,681,728,971,1131,871,541,737,1290,380,1001,,,,,,,,,,,,,,,,,,,,,,,,,
330,2026-05-30T18:29:21.000,08:04.00,0x0A04,228,经济/占领,经济与占领状态,info_20260530_182921_loop000000.c64,,,,,,,,173,2725,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,2026-05-30T18:29:21.000,08:04.00,0x0A01,232,位置,各机器人场地坐标，单位 cm,info_20260530_182921_loop000000.c64,,,,,,,,,,,,853,843,680,728,971,1132,830,613,737,1290,381,989,,,,,,,,,,,,,,,,,,,,,,,,,
332,2026-05-30T18:29:21.000,08:04.00,0x0A02,233,血量,各机器人剩余血量,info_20260530_182921_loop000000.c64,78,25,275,339,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,2026-05-30T18:29:21.000,08:04.00,0x0A03,234,发弹量,各机器人/单位剩余发弹量,info_20260530_182921_loop000000.c64,26,,20,33,,702,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,2026-05-30T18:29:21.000,08:04.00,0x0A04,235,经济/占领,经济与占领状态,info_20260530_182921_loop000000.c64,,,,,,,,173,2725,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,2026-05-30T18:29:21.000,08:04.00,0x0A05,236,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182921_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,20,0,0,0,25,20,0,0,0,100,0,0,0,0,25,20,0,0,0,25,25,0
336,2026-05-30T18:29:21.000,08:04.00,0x0A01,239,位置,各机器人场地坐标，单位 cm,info_20260530_182921_loop000000.c64,,,,,,,,,,,,853,843,681,728,970,1133,838,595,737,1290,381,995,,,,,,,,,,,,,,,,,,,,,,,,,
337,2026-05-30T18:29:21.000,08:04.00,0x0A02,240,血量,各机器人剩余血量,info_20260530_182921_loop000000.c64,78,25,275,339,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,2026-05-30T18:29:21.000,08:04.00,0x0A03,241,发弹量,各机器人/单位剩余发弹量,info_20260530_182921_loop000000.c64,26,,20,33,,702,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,2026-05-30T18:29:21.000,08:04.00,0x0A04,242,经济/占领,经济与占领状态,info_20260530_182921_loop000000.c64,,,,,,,,173,2725,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,2026-05-30T18:29:21.000,08:04.00,0x0A05,243,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182921_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,20,0,0,0,25,20,0,0,0,100,0,0,0,0,25,20,0,0,0,25,25,0
341,2026-05-30T18:29:21.000,08:04.00,0x0A01,246,位置,各机器人场地坐标，单位 cm,info_20260530_182921_loop000000.c64,,,,,,,,,,,,855,842,680,729,970,1130,848,579,737,1290,381,997,,,,,,,,,,,,,,,,,,,,,,,,,
342,2026-05-30T18:29:21.000,08:04.00,0x0A02,247,血量,各机器人剩余血量,info_20260530_182921_loop000000.c64,78,25,275,339,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,2026-05-30T18:29:21.000,08:04.00,0x0A03,248,发弹量,各机器人/单位剩余发弹量,info_20260530_182921_loop000000.c64,26,,20,33,,702,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,2026-05-30T18:29:21.000,08:04.00,0x0A04,249,经济/占领,经济与占领状态,info_20260530_182921_loop000000.c64,,,,,,,,173,2725,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,2026-05-30T18:29:21.000,08:04.00,0x0A05,250,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182921_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,20,0,0,0,25,20,0,0,0,100,0,0,0,0,25,20,0,0,0,25,25,0
346,2026-05-30T18:29:21.000,08:04.00,0x0A01,253,位置,各机器人场地坐标，单位 cm,info_20260530_182921_loop000000.c64,,,,,,,,,,,,855,842,680,728,971,1131,861,559,737,1290,381,1001,,,,,,,,,,,,,,,,,,,,,,,,,
347,2026-05-30T18:29:21.000,08:04.00,0x0A02,254,血量,各机器人剩余血量,info_20260530_182921_loop000000.c64,78,25,275,339,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,2026-05-30T18:29:21.000,08:04.00,0x0A03,255,发弹量,各机器人/单位剩余发弹量,info_20260530_182921_loop000000.c64,26,,20,33,,702,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,2026-05-30T18:29:39.000,08:22.00,0x0A02,185,血量,各机器人剩余血量,info_20260530_182939_loop000000.c64,0,25,275,339,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,2026-05-30T18:29:39.000,08:22.00,0x0A03,186,发弹量,各机器人/单位剩余发弹量,info_20260530_182939_loop000000.c64,26,,7,65532,,702,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,2026-05-30T18:29:39.000,08:22.00,0x0A04,187,经济/占领,经济与占领状态,info_20260530_182939_loop000000.c64,,,,,,,,323,2875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,2026-05-30T18:29:39.000,08:22.00,0x0A05,188,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182939_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,25,20,0,0,0,25,0,0,0,0,25,0,0,0,0,25,25,0
353,2026-05-30T18:29:57.000,08:40.00,0x0A05,154,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182957_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,25,15,0,0,0,25,20,0,0,0,25,0,0,0,0,25,25,0
354,2026-05-30T18:29:57.000,08:40.00,0x0A01,157,位置,各机器人场地坐标，单位 cm,info_20260530_182957_loop000000.c64,,,,,,,,,,,,873,862,531,657,915,1017,479,521,737,1290,369,1023,,,,,,,,,,,,,,,,,,,,,,,,,
355,2026-05-30T18:29:57.000,08:40.00,0x0A02,158,血量,各机器人剩余血量,info_20260530_182957_loop000000.c64,0,4,298,400,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,2026-05-30T18:29:57.000,08:40.00,0x0A03,159,发弹量,各机器人/单位剩余发弹量,info_20260530_182957_loop000000.c64,26,,65532,175,,702,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,2026-05-30T18:29:57.000,08:40.00,0x0A04,160,经济/占领,经济与占领状态,info_20260530_182957_loop000000.c64,,,,,,,,323,3075,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,2026-05-30T18:29:57.000,08:40.00,0x0A05,161,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182957_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,25,15,0,0,0,25,20,0,0,0,25,0,0,0,0,25,25,0
359,2026-05-30T18:29:57.000,08:40.00,0x0A01,164,位置,各机器人场地坐标，单位 cm,info_20260530_182957_loop000000.c64,,,,,,,,,,,,873,864,532,655,913,1013,479,520,737,1290,367,1025,,,,,,,,,,,,,,,,,,,,,,,,,
360,2026-05-30T18:29:57.000,08:40.00,0x0A02,165,血量,各机器人剩余血量,info_20260530_182957_loop000000.c64,0,4,298,400,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,2026-05-30T18:29:57.000,08:40.00,0x0A03,166,发弹量,各机器人/单位剩余发弹量,info_20260530_182957_loop000000.c64,26,,65532,175,,702,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,2026-05-30T18:29:57.000,08:40.00,0x0A04,167,经济/占领,经济与占领状态,info_20260530_182957_loop000000.c64,,,,,,,,323,3075,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,2026-05-30T18:29:57.000,08:40.00,0x0A01,171,位置,各机器人场地坐标，单位 cm,info_20260530_182957_loop000000.c64,,,,,,,,,,,,873,861,532,650,913,1007,478,520,737,1290,366,1023,,,,,,,,,,,,,,,,,,,,,,,,,
364,2026-05-30T18:29:57.000,08:40.00,0x0A02,172,血量,各机器人剩余血量,info_20260530_182957_loop000000.c64,0,4,298,400,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,2026-05-30T18:29:57.000,08:40.00,0x0A03,173,发弹量,各机器人/单位剩余发弹量,info_20260530_182957_loop000000.c64,26,,65532,174,,702,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,2026-05-30T18:29:57.000,08:40.00,0x0A04,174,经济/占领,经济与占领状态,info_20260530_182957_loop000000.c64,,,,,,,,323,3075,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,2026-05-30T18:29:57.000,08:40.00,0x0A05,175,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182957_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,25,0,0,0,0,25,20,0,0,0,25,0,0,0,0,25,25,0
368,2026-05-30T18:29:57.000,08:40.00,0x0A01,178,位置,各机器人场地坐标，单位 cm,info_20260530_182957_loop000000.c64,,,,,,,,,,,,873,860,534,647,910,1002,477,522,737,1290,371,1022,,,,,,,,,,,,,,,,,,,,,,,,,
369,2026-05-30T18:29:57.000,08:40.00,0x0A04,181,经济/占领,经济与占领状态,info_20260530_182957_loop000000.c64,,,,,,,,323,3075,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,2026-05-30T18:29:57.000,08:40.00,0x0A05,182,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182957_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,25,0,0,0,0,25,20,0,0,0,25,0,0,0,0,25,25,0
371,2026-05-30T18:29:57.000,08:40.00,0x0A01,185,位置,各机器人场地坐标，单位 cm,info_20260530_182957_loop000000.c64,,,,,,,,,,,,873,863,535,645,907,1001,478,521,737,1290,369,1025,,,,,,,,,,,,,,,,,,,,,,,,,
372,2026-05-30T18:29:57.000,08:40.00,0x0A02,186,血量,各机器人剩余血量,info_20260530_182957_loop000000.c64,0,4,298,400,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,2026-05-30T18:29:57.000,08:40.00,0x0A03,187,发弹量,各机器人/单位剩余发弹量,info_20260530_182957_loop000000.c64,26,,65532,172,,702,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,2026-05-30T18:29:57.000,08:40.00,0x0A04,188,经济/占领,经济与占领状态,info_20260530_182957_loop000000.c64,,,,,,,,323,3075,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2026-05-30T18:29:57.000,08:40.00,0x0A05,189,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182957_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,25,0,0,0,0,25,20,0,0,0,25,0,0,0,0,25,25,0
376,2026-05-30T18:29:57.000,08:40.00,0x0A01,192,位置,各机器人场地坐标，单位 cm,info_20260530_182957_loop000000.c64,,,,,,,,,,,,873,861,535,642,906,1003,479,523,737,1290,368,1021,,,,,,,,,,,,,,,,,,,,,,,,,
377,2026-05-30T18:29:57.000,08:40.00,0x0A02,193,血量,各机器人剩余血量,info_20260530_182957_loop000000.c64,0,4,298,400,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,2026-05-30T18:29:57.000,08:40.00,0x0A03,194,发弹量,各机器人/单位剩余发弹量,info_20260530_182957_loop000000.c64,26,,65532,171,,702,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,2026-05-30T18:29:57.000,08:40.00,0x0A04,195,经济/占领,经济与占领状态,info_20260530_182957_loop000000.c64,,,,,,,,323,3075,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,2026-05-30T18:29:57.000,08:40.00,0x0A05,196,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182957_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,25,0,0,0,0,25,20,0,0,0,25,15,0,0,0,25,25,0
381,2026-05-30T18:30:15.000,08:58.00,0x0A04,119,经济/占领,经济与占领状态,info_20260530_183015_loop000000.c64,,,,,,,,423,3175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,2026-05-30T18:30:15.000,08:58.00,0x0A05,120,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_183015_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,2026-05-30T18:30:15.000,08:58.00,0x0A01,123,位置,各机器人场地坐标，单位 cm,info_20260530_183015_loop000000.c64,,,,,,,,,,,,873,863,645,776,574,931,587,477,0,0,349,1021,,,,,,,,,,,,,,,,,,,,,,,,,
384,2026-05-30T18:30:15.000,08:58.00,0x0A02,124,血量,各机器人剩余血量,info_20260530_183015_loop000000.c64,0,4,317,400,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,2026-05-30T18:30:15.000,08:58.00,0x0A03,125,发弹量,各机器人/单位剩余发弹量,info_20260530_183015_loop000000.c64,26,,65530,143,,0,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,2026-05-30T18:30:15.000,08:58.00,0x0A04,126,经济/占领,经济与占领状态,info_20260530_183015_loop000000.c64,,,,,,,,423,3175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,2026-05-30T18:30:15.000,08:58.00,0x0A05,127,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_183015_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,2026-05-30T18:30:15.000,08:58.00,0x0A01,130,位置,各机器人场地坐标，单位 cm,info_20260530_183015_loop000000.c64,,,,,,,,,,,,874,865,646,776,573,933,587,476,0,0,344,1021,,,,,,,,,,,,,,,,,,,,,,,,,
389,2026-05-30T18:30:15.000,08:58.00,0x0A02,131,血量,各机器人剩余血量,info_20260530_183015_loop000000.c64,0,4,317,400,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,2026-05-30T18:30:15.000,08:58.00,0x0A03,132,发弹量,各机器人/单位剩余发弹量,info_20260530_183015_loop000000.c64,26,,65530,143,,0,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,2026-05-30T18:30:15.000,08:58.00,0x0A04,133,经济/占领,经济与占领状态,info_20260530_183015_loop000000.c64,,,,,,,,423,3175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,2026-05-30T18:30:15.000,08:58.00,0x0A05,134,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_183015_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,2026-05-30T18:30:15.000,08:58.00,0x0A01,137,位置,各机器人场地坐标，单位 cm,info_20260530_183015_loop000000.c64,,,,,,,,,,,,874,865,645,777,573,934,589,480,0,0,344,1019,,,,,,,,,,,,,,,,,,,,,,,,,
394,2026-05-30T18:30:15.000,08:58.00,0x0A02,138,血量,各机器人剩余血量,info_20260530_183015_loop000000.c64,0,4,317,400,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,2026-05-30T18:30:15.000,08:58.00,0x0A03,139,发弹量,各机器人/单位剩余发弹量,info_20260530_183015_loop000000.c64,26,,65530,143,,0,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,2026-05-30T18:30:15.000,08:58.00,0x0A04,140,经济/占领,经济与占领状态,info_20260530_183015_loop000000.c64,,,,,,,,423,3175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,2026-05-30T18:30:15.000,08:58.00,0x0A05,141,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_183015_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,2026-05-30T18:30:15.000,08:58.00,0x0A01,144,位置,各机器人场地坐标，单位 cm,info_20260530_183015_loop000000.c64,,,,,,,,,,,,872,866,645,778,572,935,588,479,0,0,341,1013,,,,,,,,,,,,,,,,,,,,,,,,,
399,2026-05-30T18:30:15.000,08:58.00,0x0A02,145,血量,各机器人剩余血量,info_20260530_183015_loop000000.c64,0,4,317,400,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,2026-05-30T18:30:15.000,08:58.00,0x0A03,146,发弹量,各机器人/单位剩余发弹量,info_20260530_183015_loop000000.c64,26,,65530,143,,0,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,2026-05-30T18:30:15.000,08:58.00,0x0A04,147,经济/占领,经济与占领状态,info_20260530_183015_loop000000.c64,,,,,,,,423,3175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,2026-05-30T18:30:15.000,08:58.00,0x0A05,148,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_183015_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,2026-05-30T18:30:15.000,08:58.00,0x0A01,151,位置,各机器人场地坐标，单位 cm,info_20260530_183015_loop000000.c64,,,,,,,,,,,,872,865,645,777,571,937,589,478,0,0,336,1014,,,,,,,,,,,,,,,,,,,,,,,,,
404,2026-05-30T18:30:15.000,08:58.00,0x0A02,152,血量,各机器人剩余血量,info_20260530_183015_loop000000.c64,0,4,317,400,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,2026-05-30T18:30:15.000,08:58.00,0x0A03,153,发弹量,各机器人/单位剩余发弹量,info_20260530_183015_loop000000.c64,26,,65530,143,,0,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,2026-05-30T18:30:15.000,08:58.00,0x0A04,154,经济/占领,经济与占领状态,info_20260530_183015_loop000000.c64,,,,,,,,423,3175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,2026-05-30T18:30:15.000,08:58.00,0x0A01,158,位置,各机器人场地坐标，单位 cm,info_20260530_183015_loop000000.c64,,,,,,,,,,,,873,864,646,778,573,936,587,475,0,0,338,1010,,,,,,,,,,,,,,,,,,,,,,,,,
408,2026-05-30T18:30:15.000,08:58.00,0x0A02,159,血量,各机器人剩余血量,info_20260530_183015_loop000000.c64,0,4,317,400,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,2026-05-30T18:30:15.000,08:58.00,0x0A03,160,发弹量,各机器人/单位剩余发弹量,info_20260530_183015_loop000000.c64,26,,65530,143,,0,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,2026-05-30T18:30:15.000,08:58.00,0x0A04,161,经济/占领,经济与占领状态,info_20260530_183015_loop000000.c64,,,,,,,,423,3175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,2026-05-30T18:30:15.000,08:58.00,0x0A05,162,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_183015_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,2026-05-30T18:30:15.000,08:58.00,0x0A01,165,位置,各机器人场地坐标，单位 cm,info_20260530_183015_loop000000.c64,,,,,,,,,,,,874,865,645,777,573,938,588,478,0,0,339,1006,,,,,,,,,,,,,,,,,,,,,,,,,
413,2026-05-30T18:30:15.000,08:58.00,0x0A02,166,血量,各机器人剩余血量,info_20260530_183015_loop000000.c64,0,4,317,400,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
